Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia in first 100,100 or less,Hits
Nonnenveld,MastbosBredaroute,in text,LOC,7,42,26.0,42.0,"[u'http://wikidata.dbpedia.org/resource/Q19371434', u'http://wikidata.dbpedia.org/resource/Q19371432', u'http://wikidata.dbpedia.org/resource/Q19371435', u'http://wikidata.dbpedia.org/resource/Q19371433', u'http://wikidata.dbpedia.org/resource/Q19371436', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__127', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__126', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)__Gorinchem__127', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Gorinchem_(plaats)', u'http://wikidata.dbpedia.org/resource/Q17374291']"
Oude Vest,MastbosBredaroute,in text,LOC,62,550330,99.0,100.0,"[u'http://www.wikidata.org/entity/Q2074479', u'http://nl.dbpedia.org/resource/Oude_Vest', u'http://wikidata.dbpedia.org/resource/Q19402697', u'http://wikidata.dbpedia.org/resource/Q19402699', u'http://nl.dbpedia.org/resource/Oude_Vest', u'http://wikidata.dbpedia.org/resource/Q2074479', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Gent/deel7', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_A-I', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_J-O', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leiden,_straat_A-I']"
Molenstraat,MastbosBredaroute,in text,LOC,12,11376,100.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lo-Reninge', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Maasmechelen', u'http://nl.dbpedia.org/resource/Molenstraat_(Haaren)', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Goor)', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ardooie', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Assenede', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Eeklo', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Gavere', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Geel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Horebeke', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lubbeek', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Nieuwpoort', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Oosterzele', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Rijkevorsel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Stekene', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Westerlo', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Goor)', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lo-Reninge', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ardooie', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Avelgem']"
Sint Annastraat,MastbosBredaroute,in text,LOC,62,349452,100.0,100.0,"[u'http://nl.dbpedia.org/resource/Sint-Annastraat', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://wikidata.dbpedia.org/resource/Q19515502', u'http://wikidata.dbpedia.org/resource/Q19515504', u'http://wikidata.dbpedia.org/resource/Q19515507', u'http://wikidata.dbpedia.org/resource/Q19515509', u'http://wikidata.dbpedia.org/resource/Q19515515', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lier', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Steenokkerzeel', u'http://nl.dbpedia.org/resource/Sint_Annastraat', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Lier', u'http://nl.dbpedia.org/resource/Sint_Annastraat', u'http://wikidata.dbpedia.org/resource/Q19515499', u'http://wikidata.dbpedia.org/resource/Q19515501', u'http://wikidata.dbpedia.org/resource/Q19515506', u'http://wikidata.dbpedia.org/resource/Q19515514', u'http://wikidata.dbpedia.org/resource/Q19516486', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Hoeselt']"
Willem Merkxtuin,MastbosBredaroute,in text,MON,46,250337,98.0,100.0,"[u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://nl.dbpedia.org/resource/Willem_Merkxtuin', u'http://wikidata.dbpedia.org/resource/Q2452329', u'http://www.wikidata.org/entity/Q2452329', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Lijst_van_burgemeesters_van_Breda', u'http://nl.dbpedia.org/resource/Willem_(voornaam)', u'http://nl.dbpedia.org/resource/Willem_(voornaam)', u'http://nl.dbpedia.org/resource/Willem_I_van_Luxemburg', u'http://nl.dbpedia.org/resource/Willem_van_Anhalt-Harzgerode', u'http://nl.dbpedia.org/resource/Willem_van_Schaumburg-Lippe_(1724-1777)', u'http://nl.dbpedia.org/resource/Willem_van_Anhalt-Harzgerode', u'http://nl.dbpedia.org/resource/Willem_van_Nassau-Weilburg', u'http://nl.dbpedia.org/resource/Willem', u'http://dbpedia.org/resource/Ernest_Augustus%2C_Duke_of_Brunswick', u'http://dbpedia.org/resource/William%2C_Duke_of_Nassau', u'http://dbpedia.org/resource/William%2C_Duke_of_Oldenburg', u'http://dbpedia.org/resource/William_%28name%29']"
Turfschipper van Breda,MastbosBredaroute,in text,MON,508,13497214,99.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q19574613', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Stadserf', u'http://nl.dbpedia.org/resource/Oude_stadhuis_(Breda)', u'http://nl.dbpedia.org/resource/Oude_stadhuis_(Breda)', u'http://wikidata.dbpedia.org/resource/Q883316', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)', u'http://wikidata.dbpedia.org/resource/Q17595463', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Breda_(plaats)__Breda__353', u'http://nl.dbpedia.org/resource/Sarie', u'http://nl.dbpedia.org/resource/Vier_van_Breda', u'http://nl.dbpedia.org/resource/Twee_van_Breda', u'http://nl.dbpedia.org/resource/Sarie', u'http://nl.dbpedia.org/resource/Ed_Nijpels', u'http://nl.dbpedia.org/resource/Jan_II_van_Polanen', u'http://nl.dbpedia.org/resource/Jan_van_Breda_Kolff_(voetballer)', u'http://nl.dbpedia.org/resource/Markiezaat_van_Bergen_op_Zoom', u'http://nl.dbpedia.org/resource/Turfschip_van_Breda']"
Grote Markt,MastbosBredaroute,in text,LOC,69,717283,92.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ieper', u'http://nl.dbpedia.org/resource/Brussel_(stad)', u'http://nl.dbpedia.org/resource/Herestraat_(Groningen)', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Aalst', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Antwerpen/Historisch_Centrum', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Boom', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diest', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Herentals', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Turnhout', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Vilvoorde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Zoutleeuw', u'http://nl.dbpedia.org/resource/Boterstraat_(Schiedam)', u'http://nl.dbpedia.org/resource/Grote_Markt_(Brussel)', u'http://nl.dbpedia.org/resource/Grote_Markt', u'http://nl.dbpedia.org/resource/Grote_Houtstraat', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Kortrijk/deel1', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Aarschot', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diksmuide', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Ronse', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Vilvoorde']"
Grote Kerk,MastbosBredaroute,in text,MON,67,633592,93.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hilversum', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Enschede)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Harlingen)', u'http://nl.dbpedia.org/resource/Grote_Kerk', u'http://nl.dbpedia.org/resource/Grote_kerk', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Beverwijk)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Debrecen)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Halfweg)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Leerdam)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hilversum', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hoogeveen_(plaats)__Hoogeveen__4', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hoorn_(plaats)__Hoorn__275', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Leerdam_(plaats)__Leerdam__5', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Drachten)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Elst)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Graaff-Reinet)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Harderwijk)', u'http://nl.dbpedia.org/resource/Grote_Kerk_(Harlingen)', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hindeloopen__Hindeloopen__7', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Schermerhorn__Schermerhorn__8']"
Nederland,MastbosBredaroute,in text,LOC,43,380075,100.0,100.0,"[u'http://nl.dbpedia.org/resource/Schakels_(film)', u'http://nl.dbpedia.org/resource/Schey', u'http://nl.dbpedia.org/resource/Schilberg_(Noorbeek)', u'http://nl.dbpedia.org/resource/Schipholtunnel_(auto)', u'http://nl.dbpedia.org/resource/Schokland', u'http://nl.dbpedia.org/resource/SchoolTV', u'http://nl.dbpedia.org/resource/Schoor_(Nederweert)', u'http://nl.dbpedia.org/resource/Schoot_(Veldhoven)', u'http://nl.dbpedia.org/resource/Schurenberg', u'http://nl.dbpedia.org/resource/Seppe_Airport', u'http://nl.dbpedia.org/resource/Shi_mian_mai_fu', u'http://nl.dbpedia.org/resource/Sil_Selmhorst', u'http://nl.dbpedia.org/resource/Sint-Franciscusgesticht_(Oudewater)', u'http://nl.dbpedia.org/resource/Sint-Pietersberg', u'http://nl.dbpedia.org/resource/Slot_Valckesteyn', u'http://nl.dbpedia.org/resource/Slotplaats', u'http://nl.dbpedia.org/resource/Sluis_Gorredijk', u'http://nl.dbpedia.org/resource/Sluis_II_(Tjonger)', u'http://nl.dbpedia.org/resource/Sluis_I_(Tjonger)', u'http://nl.dbpedia.org/resource/Snowstar_Records']"
Beeldenstorm,MastbosBredaroute,in text,EVENT,10,934,60.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q2659188', u'http://dbpedia.org/resource/Beeldenstorm', u'http://dbpedia.org/resource/Beeldenstorm', u'http://nl.dbpedia.org/resource/Beeldenstorm', u'http://dbpedia.org/resource/Iconoclasm', u'http://purl.org/collections/nl/am/t-26505', u'http://wikidata.dbpedia.org/resource/Q513860', u'http://nl.dbpedia.org/resource/Beeldenstorm', u'http://dbpedia.org/resource/Iconoclasm', u'http://www.wikidata.org/entity/Q2659188', u'http://www.wikidata.org/entity/Q513860', u'http://nl.dbpedia.org/resource/Beeldenstorm_(geschiedenis)', u'http://nl.dbpedia.org/resource/Beeldenstorm_(geschiedenis)', u'http://www.wikidata.org/entity/Q2778047', u'http://lod.b3kat.de/title/BV002634988', u'http://lod.b3kat.de/title/BV000762637', u'http://lod.b3kat.de/title/BV008177849', u'http://lod.b3kat.de/title/BV004358191', u'http://nl.dbpedia.org/resource/Tweede_Beeldenstorm', u'http://nl.dbpedia.org/resource/Tweede_beeldenstorm']"
Tachtigjarige Oorlog,MastbosBredaroute,in text,EVENT,38,93690,67.0,100.0,"[u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u'http://nl.dbpedia.org/resource/Categorie:Tachtigjarige_Oorlog', u'http://nl.dbpedia.org/resource/Tachtigjarige_Oorlog', u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u'http://nl.dbpedia.org/resource/Tachtigjarige_oorlog', u'http://dbpedia.org/resource/Dutch_Revolt', u'http://purl.org/collections/nl/am/t-27099', u""http://dbpedia.org/resource/Eighty_Years'_War"", u'http://dbpedia.org/resource/Maarten_Tromp', u'http://wikidata.dbpedia.org/resource/Q2856421', u'http://nl.dbpedia.org/resource/Categorie:Tachtigjarige_Oorlog', u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u""http://dbpedia.org/resource/Eighty_Years'_War"", u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Cuijk_(gemeente)', u""http://dbpedia.org/resource/Eighty_Years'_War"", u'http://nl.dbpedia.org/resource/Maarten_Harpertszoon_Tromp', u'http://lod.b3kat.de/title/BV002498497', u'http://lod.b3kat.de/title/BV002412327', u'http://lod.b3kat.de/title/BV005168538', u'http://lod.b3kat.de/title/BV006156747']"
Delft,MastbosBredaroute,in text,LOC,25,73621,67.0,100.0,"[u'http://nl.dbpedia.org/resource/Kai_Compagner', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam_Centrum_(Oostelijke_Eilanden_/_Kadijken)', u'http://nl.dbpedia.org/resource/Beleg_van_Delft_(1359)', u'http://nl.dbpedia.org/resource/Phoenixstraat', u'http://nl.dbpedia.org/resource/Westvest_7', u'http://nl.dbpedia.org/resource/Oude_Delft_95', u'http://nl.dbpedia.org/resource/Station_Delft', u'http://nl.dbpedia.org/resource/Station_Delft', u'http://nl.dbpedia.org/resource/Sander_van_der_Marck', u'http://nl.dbpedia.org/resource/Harm_Jansen', u'http://sws.geonames.org/2757345/', u'http://nl.dbpedia.org/resource/Alquin', u'http://nl.dbpedia.org/resource/Oude_Delft_95', u'http://nl.dbpedia.org/resource/Categorie:Delft', u'http://nl.dbpedia.org/resource/Torenhove', u'http://nl.dbpedia.org/resource/EWI-gebouw', u'http://nl.dbpedia.org/resource/Koornmarkt_(Delft)', u'http://nl.dbpedia.org/resource/Schoorsteen_Eon', u'http://nl.dbpedia.org/resource/Watertoren_(Delft_Getijmodellaboratorium)', u'http://nl.dbpedia.org/resource/VermeerToren']"
Reigerstraat,MastbosBredaroute,in text,LOC,11,667,100.0,100.0,"[u'http://wikidata.dbpedia.org/resource/Q19464094', u'http://wikidata.dbpedia.org/resource/Q19464097', u'http://wikidata.dbpedia.org/resource/Q19464100', u'http://wikidata.dbpedia.org/resource/Q19464103', u'http://wikidata.dbpedia.org/resource/Q19464106', u'http://wikidata.dbpedia.org/resource/Q19464109', u'http://wikidata.dbpedia.org/resource/Q19464110', u'http://wikidata.dbpedia.org/resource/Q19464113', u'http://wikidata.dbpedia.org/resource/Q19464118', u'http://wikidata.dbpedia.org/resource/Q19464121', u'http://wikidata.dbpedia.org/resource/Q19464125', u'http://wikidata.dbpedia.org/resource/Q19464130', u'http://wikidata.dbpedia.org/resource/Q19464133', u'http://wikidata.dbpedia.org/resource/Q19464136', u'http://wikidata.dbpedia.org/resource/Q19464139', u'http://wikidata.dbpedia.org/resource/Q19464140', u'http://wikidata.dbpedia.org/resource/Q19464145', u'http://wikidata.dbpedia.org/resource/Q19464148', u'http://wikidata.dbpedia.org/resource/Q19464150', u'http://wikidata.dbpedia.org/resource/Q19464155']"
Begijnhof,MastbosBredaroute,in text,MON,11,6489,97.0,100.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Antwerpen/Universiteitsbuurt', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Arendonk', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diksmuide', u'http://nl.dbpedia.org/resource/Lijst_van_beschermd_onroerend_erfgoed_in_Anderlecht', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Brugge/A-C', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Dendermonde', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diksmuide', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Thorn', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Thorn__Thorn__75', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Kortrijk/deel1', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Arendonk', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Diksmuide', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Herentals', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Overijse', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Overijse', u'http://nl.dbpedia.org/resource/Begijnhof', u'http://dbpedia.org/resource/Begijnhof%2C_Amsterdam', u'http://wikidata.dbpedia.org/resource/Q18944639', u'http://wikidata.dbpedia.org/resource/Q2320041', u'http://wikidata.dbpedia.org/resource/Q2330696']"
