Literal,Source,Part of the text,Entity type,ES Time elapsed,# ES Hits,DBpedia % (in first 100),Hits
Sarphatistraat,AmsterdamviaWesterborkpadroute,in text ,LOC,5,320,75.0,"[u'http://wikidata.dbpedia.org/resource/Q2046735', u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://nl.dbpedia.org/resource/Sarphatistraat', u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://www.wikidata.org/entity/Q2046735', u'http://linkedgeodata.org/triplify/way38733575', u'http://linkedgeodata.org/triplify/way118605050', u'http://linkedgeodata.org/triplify/way7046408', u'http://linkedgeodata.org/triplify/node447358585', u'http://linkedgeodata.org/triplify/node2743282808', u'http://linkedgeodata.org/triplify/node242086945', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004461', u'http://nl.dbpedia.org/resource/Amstel_(straat)', u'http://nl.dbpedia.org/resource/Sarphatistraat', u'http://purl.org/collections/nl/am/t-2382', u'http://wikidata.dbpedia.org/resource/Q2046735', u'http://wikidata.dbpedia.org/resource/Q19507515', u'http://nl.dbpedia.org/resource/Sarphatistraat', u'http://nl.dbpedia.org/resource/Entrepotdok', u'http://nl.dbpedia.org/resource/Entrepotdok']"
Mauritskade,AmsterdamviaWesterborkpadroute,in text,LOC,6,664,77.0,"[u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Mauritskade_(Amsterdam)', u'http://nl.dbpedia.org/resource/Mauritskade', u'http://nl.dbpedia.org/resource/Alexanderstraat_(Den_Haag)', u'http://nl.dbpedia.org/resource/Mauritskade_(Den_Haag)', u'http://nl.dbpedia.org/resource/Mauritskade_(Den_Haag)', u'http://purl.org/collections/nl/am/t-2023', u'http://wikidata.dbpedia.org/resource/Q19340094', u'http://wikidata.dbpedia.org/resource/Q19340091', u'http://wikidata.dbpedia.org/resource/Q2119168', u'http://wikidata.dbpedia.org/resource/Q3912421', u'http://nl.dbpedia.org/resource/Nassaulaan', u'http://nl.dbpedia.org/resource/Alexanderstraat_(Den_Haag)', u'http://nl.dbpedia.org/resource/Mauritskade_(Amsterdam)', u'http://nl.dbpedia.org/resource/Nassaulaan', u'http://www.wikidata.org/entity/Q2396131', u'http://www.wikidata.org/entity/Q3912421', u'http://nl.dbpedia.org/resource/Mauritskade_(Den_Haag)', u'http://linkedgeodata.org/triplify/node2730077240', u'http://bag.kadaster.nl/id/openbareruimte/0518300000200423']"
Kon. Instituut voor de Tropen,AmsterdamviaWesterborkpadroute,in text,MON,25,0,,[]
Linnaeusstraat,AmsterdamviaWesterborkpadroute,in text,LOC,5,233,57.0,"[u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://wikidata.dbpedia.org/resource/Q19328406', u'http://wikidata.dbpedia.org/resource/Q2553453', u'http://www.wikidata.org/entity/Q19328406', u'http://www.wikidata.org/entity/Q19328409', u'http://linkedgeodata.org/triplify/node1941435771', u'http://linkedgeodata.org/triplify/node46335171', u'http://linkedgeodata.org/triplify/node1335963238', u'http://linkedgeodata.org/triplify/node393093591', u'http://bag.kadaster.nl/id/openbareruimte/0473300000000233', u'http://bag.kadaster.nl/id/openbareruimte/0479300000001634', u'http://bag.kadaster.nl/id/openbareruimte/0518300000201710', u'http://bag.kadaster.nl/id/openbareruimte/0642300000009997', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://wikidata.dbpedia.org/resource/Q19328408', u'http://wikidata.dbpedia.org/resource/Q19328410', u'http://wikidata.dbpedia.org/resource/Q2553453']"
Wijtenbachstraat,AmsterdamviaWesterborkpadroute,in text,LOC,3,4,100.0,"[u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)', u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)', u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)', u'http://nl.dbpedia.org/resource/GT10NC-DU_(Amsterdam)']"
Oosterpark,AmsterdamviaWesterborkpadroute,in text,LOC,6,782,57.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Hoogezand', u'http://nl.dbpedia.org/resource/ZMVV_Zeerobben', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Harlingen', u'http://nl.dbpedia.org/resource/ZMVV_Zeerobben', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Harlingen', u'http://dbpedia.org/resource/Oosterpark', u'http://dbpedia.org/resource/Oosterpark_(Amsterdam)', u'http://sws.geonames.org/2749423/', u'http://dbpedia.org/resource/Oosterpark_(Amsterdam)', u'http://dbpedia.org/resource/Oosterpark_(Amsterdam)', u'http://dbpedia.org/resource/Oosterpark', u'http://dbpedia.org/resource/Oosterpark', u'http://wikidata.dbpedia.org/resource/Q19395677', u'http://wikidata.dbpedia.org/resource/Q2718912', u'http://nl.dbpedia.org/resource/Wijken_en_buurten_in_Hoogezand-Sappemeer', u'http://ms.dbpedia.org/resource/Oosterpark_(Amsterdam)', u'http://lodlaundromat.org/.well-known/genid/afcecb24447d7ebba9bdf813ce7e7c2d#genid187xxhttpx3Ax2Fx2Fdbtunex2Eorgx2Flastx2Dfmx2Fmorphia1986x2Erdf', u'http://lodlaundromat.org/.well-known/genid/833f50c91fcfdc3469f621cf87b82249#genid126xxhttpx3Ax2Fx2Fdbtunex2Eorgx2Flastx2Dfmx2FStimpyx5Fx2Erdf', u'http://lodlaundromat.org/.well-known/genid/82e8c64f83cacb8ad6f76b29861f0305#genid193xxhttpx3Ax2Fx2Fdbtunex2Eorgx2Flastx2Dfmx2Fsfynx78x78x2Erdf', u'http://lodlaundromat.org/.well-known/genid/14126c122d2f7f9d8ba628431e5e8ba4#genid226xxhttpx3Ax2Fx2Fdbtunex2Eorgx2Flastx2Dfmx2Fdothebambix2Erdf']"
Onze Lieve Vrouwe Gasthuis,AmsterdamviaWesterborkpadroute,in text,MON,20,218,9.0,"[u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://citeseer.rkbexplorer.com/id/resource-CSP104130-46ce95180cfa0a4ab899c9c64257d917', u'http://nl.dbpedia.org/resource/Onze_Lieve_Vrouwe_Gasthuis', u'http://data.linkedct.org/resource/facility/a2871b9862e70b96c8e4ce1b6d335684', u'http://data.linkedct.org/resource/facility/d361ebfd29fcdc237e235cb72340edda', u'http://data.linkedct.org/resource/facility/67fd41d71361a710db28686615626e43', u'http://data.linkedct.org/resource/facility/a729cd26f16e8c87977af8a12b1ec547', u'http://data.linkedct.org/resource/facility/2faeadec18e03dd93a54fb9b716de627', u'http://data.linkedct.org/resource/facility/5cb5ca1102992953514fb893b3909361', u'http://data.linkedct.org/resource/facility/5dbe7c48f7aa29954bb0c2f7dc9cf44b', u'http://data.linkedct.org/resource/overall_official/7917306c97184eb948844ef36c1095ae', u'http://data.linkedct.org/resource/overall_official/de9b0105d2a8bb3e223bdaa38bda0c2d', u'http://data.linkedct.org/resource/overall_official/9d6d298111d757e6cfe4e45d09fa7af9', u'http://data.linkedct.org/resource/facility/ec4ce78adb31f24670f054a4134a9add', u'http://data.linkedct.org/resource/trial/nct01274728', u'http://data.linkedct.org/resource/trial/nct01276808', u'http://data.linkedct.org/resource/trial/nct01343433', u'http://data.linkedct.org/resource/trial/nct00827736', u'http://data.linkedct.org/resource/facility/7f7308cbae7254a54704a3dee94f0ae7', u'http://data.linkedct.org/resource/facility/9553d98155e3a782f2b12fc6e246476c']"
Beukenweg,AmsterdamviaWesterborkpadroute,in text,LOC,5,65,58.46153846153846,"[u'http://wikidata.dbpedia.org/resource/Q18951603', u'http://wikidata.dbpedia.org/resource/Q18951609', u'http://wikidata.dbpedia.org/resource/Q18951611', u'http://www.wikidata.org/entity/Q18951603', u'http://www.wikidata.org/entity/Q18951609', u'http://www.wikidata.org/entity/Q18951613', u'http://bag.kadaster.nl/id/openbareruimte/0037300000000170', u'http://bag.kadaster.nl/id/openbareruimte/1773300000000090', u'http://wikidata.dbpedia.org/resource/Q18951605', u'http://wikidata.dbpedia.org/resource/Q18951613', u'http://www.wikidata.org/entity/Q18951607', u'http://www.wikidata.org/entity/Q18951611', u'http://bag.kadaster.nl/id/openbareruimte/0995300000703720', u'http://bag.kadaster.nl/id/openbareruimte/0363300000002922', u'http://linkedgeodata.org/triplify/node434524959', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Den_Nul)', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Den_Nul)', u'http://wikidata.dbpedia.org/resource/Q18951607', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Den_Nul)', u'http://nl.dbpedia.org/resource/Joodse_begraafplaats_(Den_Nul)']"
Beukenplein,AmsterdamviaWesterborkpadroute,in text,LOC,4,16,12.5,"[u'http://linkedgeodata.org/triplify/node947905920', u'http://linkedgeodata.org/triplify/node95288419', u'http://linkedgeodata.org/triplify/node393225833', u'http://linkedgeodata.org/triplify/node2363281643', u'http://wikidata.dbpedia.org/resource/Q18951508', u'http://linkedgeodata.org/triplify/node947905476', u'http://bag.kadaster.nl/id/openbareruimte/0363300000002921', u'http://linkedgeodata.org/triplify/node2363281652', u'http://linkedgeodata.org/triplify/node1422398316', u'http://www.wikidata.org/entity/Q18951508', u'http://linkedgeodata.org/triplify/node59597970', u'http://linkedgeodata.org/triplify/node2363281650', u'http://bag.kadaster.nl/id/openbareruimte/0363300000002921', u'http://linkedgeodata.org/triplify/node95288416', u'http://linkedgeodata.org/triplify/node2357193450', u'http://nl.dbpedia.org/resource/Sparrenweg']"
Maritzstraat,AmsterdamviaWesterborkpadroute,in text,LOC,4,16,37.5,"[u'http://www.wikidata.org/entity/Q19336331', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004267', u'http://wikidata.dbpedia.org/resource/Q19336330', u'http://www.wikidata.org/entity/Q19336330', u'http://linkedgeodata.org/triplify/node95209891', u'http://bag.kadaster.nl/id/openbareruimte/0232300000003360', u'http://wikidata.dbpedia.org/resource/Q19336331', u'http://linkedgeodata.org/triplify/node1300002688', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004267', u'http://wikidata.dbpedia.org/resource/Q19413964', u'http://bag.kadaster.nl/id/openbareruimte/0629300000001636', u'http://bag.kadaster.nl/id/openbareruimte/0629300000001636', u'http://wikidata.dbpedia.org/resource/Q19413963', u'http://bag.kadaster.nl/id/openbareruimte/0392300000008980', u'http://nl.dbpedia.org/resource/Krugerplein', u'http://nl.dbpedia.org/resource/Krugerplein']"
Krugerplein,AmsterdamviaWesterborkpadroute,in text,LOC,6,30,16.666666666666668,"[u'http://wikidata.dbpedia.org/resource/Q1913603', u'http://linkedgeodata.org/triplify/node95209896', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004098', u'http://nl.dbpedia.org/resource/Krugerplein', u'http://www.wikidata.org/entity/Q1913603', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004098', u'http://linkedgeodata.org/triplify/node95209893', u'http://linkedgeodata.org/triplify/node1208560339', u'http://linkedgeodata.org/triplify/way139867047', u'http://bag.kadaster.nl/id/openbareruimte/0518300000201997', u'http://linkedgeodata.org/triplify/way139867073', u'http://linkedgeodata.org/triplify/node1532790090', u'http://wikidata.dbpedia.org/resource/Q19408971', u'http://linkedgeodata.org/triplify/way139867047', u'http://linkedgeodata.org/triplify/way140460792', u'http://linkedgeodata.org/triplify/way139867038', u'http://linkedgeodata.org/triplify/node1532790053', u'http://linkedgeodata.org/triplify/node1532790133', u'http://linkedgeodata.org/triplify/node1538862655', u'http://linkedgeodata.org/triplify/way139867073']"
Schalk Burgerstraat,AmsterdamviaWesterborkpadroute,in text,LOC,12,30,60.0,"[u'http://wikidata.dbpedia.org/resource/Q19508308', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004470', u'http://bag.kadaster.nl/id/openbareruimte/0518300000201615', u'http://bag.kadaster.nl/id/openbareruimte/0855300000001671', u'http://wikidata.dbpedia.org/resource/Q19508303', u'http://wikidata.dbpedia.org/resource/Q19508306', u'http://linkedgeodata.org/triplify/node1426819487', u'http://bag.kadaster.nl/id/openbareruimte/0080300000335870', u'http://wikidata.dbpedia.org/resource/Q19508301', u'http://wikidata.dbpedia.org/resource/Q19508304', u'http://bag.kadaster.nl/id/openbareruimte/0080300000335870', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004470', u'http://bag.kadaster.nl/id/openbareruimte/0599300000001834', u'http://linkedgeodata.org/triplify/node1426819486', u'http://linkedgeodata.org/triplify/node1699291662', u'http://linkedgeodata.org/triplify/node1699291638', u'http://nl.dbpedia.org/resource/Lijst_van_straten_in_Rotterdam', u'http://nl.dbpedia.org/resource/Lijst_van_straten_in_Rotterdam', u'http://nl.dbpedia.org/resource/Lijst_van_straten_in_Rotterdam', u'http://nl.dbpedia.org/resource/Lijst_van_straten_in_Rotterdam']"
Transvaalstraat,AmsterdamviaWesterborkpadroute,in text,LOC,7,563,65.0,"[u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Waregem', u'http://wikidata.dbpedia.org/resource/Q19570466', u'http://wikidata.dbpedia.org/resource/Q19570462', u'http://bag.kadaster.nl/id/openbareruimte/0080300000335893', u'http://bag.kadaster.nl/id/openbareruimte/0599300000001735', u'http://bag.kadaster.nl/id/openbareruimte/0274300000000348', u'http://bag.kadaster.nl/id/openbareruimte/0363300000005150', u'http://linkedgeodata.org/triplify/node2403019664', u'http://linkedgeodata.org/triplify/node2403019665', u'http://linkedgeodata.org/triplify/node2403019660', u'http://wikidata.dbpedia.org/resource/Q19570452', u'http://wikidata.dbpedia.org/resource/Q19570459', u'http://fr.dbpedia.org/resource/Liste_des_monuments_historiques_de_Waregem', u'http://fr.dbpedia.org/resource/Liste_des_monuments_historiques_de_Waregem', u'http://nl.dbpedia.org/resource/Lijst_van_onroerend_erfgoed_in_Waregem', u'http://linkedgeodata.org/triplify/node393136932', u'http://bag.kadaster.nl/id/openbareruimte/0268300000000665', u'http://bag.kadaster.nl/id/openbareruimte/0597300000200413', u'http://bag.kadaster.nl/id/openbareruimte/0855300000001852', u'http://linkedgeodata.org/triplify/way186590451']"
Judenviertel,AmsterdamviaWesterborkpadroute,in text,LOC,5,157,35.0,"[u'http://wikidata.dbpedia.org/resource/Q1710953', u'http://lod.b3kat.de/title/BV005264750', u'http://de.dbpedia.org/resource/Judenviertel', u'http://wikidata.dbpedia.org/resource/Q1710953', u'http://d-nb.info/gnd/4346035-5', u'http://www.wikidata.org/entity/Q1710953', u'http://lod.b3kat.de/title/BV005163690', u'http://lod.b3kat.de/title/BV003373692', u'http://lod.b3kat.de/title/BV003055579', u'http://lod.b3kat.de/title/BV008505805', u'http://wikidata.dbpedia.org/resource/Q1710953', u'http://de.dbpedia.org/resource/Judenviertel', u'http://lobid.org/resource/HT009846420', u'http://lobid.org/resource/HT004484048', u'http://lobid.org/resource/HT009524396', u'http://d-nb.info/gnd/4597323-4', u'http://lobid.org/resource/HT008792326', u'http://www.wikidata.org/entity/Q1795841', u'http://lod.hebis.de/resource/23505715', u'http://lod.hebis.de/resource/23505715']"
Davidster,AmsterdamviaWesterborkpadroute,in text,CONCEPT,7,188,84.0,"[u'http://lodlaundromat.org/.well-known/genid/806b87e3c66304290d00c3e094632d77#genid1httpx3Ax2Fx2Fdavidsterx2Elivejournalx2Ecomx2Fdatax2Ffoaf', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag__350__1', u'http://lod.b3kat.de/title/BV006597847', u'http://lod.b3kat.de/title/BV004660393', u'http://nl.dbpedia.org/resource/Davidster', u'http://nl.dbpedia.org/resource/Davidster', u'http://dbpedia.org/resource/Star_of_David', u'http://wikidata.dbpedia.org/resource/Q161396', u'http://linkedgeodata.org/triplify/node1533858672', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag__350__1', u'http://dbpedia.org/resource/Star_of_David', u'http://dbpedia.org/resource/Star_of_David', u'http://lodlaundromat.org/.well-known/genid/806b87e3c66304290d00c3e094632d77#genid1httpx3Ax2Fx2Fdavidsterx2Elivejournalx2Ecomx2Fdatax2Ffoaf', u'http://dbpedia.org/resource/Star_of_David', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Den_Haag', u'http://www.wikidata.org/entity/Q161396', u'http://dbpedia.org/resource/Star_of_David', u'http://vocab.getty.edu/aat/rev/5003760799', u'http://vocab.getty.edu/aat/rev/5002891533']"
Tramlijn 8,AmsterdamviaWesterborkpadroute,in text,CONCEPT,13,70,92.85714285714286,"[u'http://wikidata.dbpedia.org/resource/Q2500834', u'http://www.wikidata.org/entity/Q398435', u'http://www.wikidata.org/entity/Q2500834', u'http://nl.dbpedia.org/resource/Tramlijn_8', u'http://wikidata.dbpedia.org/resource/Q3277304', u'http://wikidata.dbpedia.org/resource/Q2069788', u'http://wikidata.dbpedia.org/resource/Q1962342', u'http://www.wikidata.org/entity/Q3277304', u'http://www.wikidata.org/entity/Q1962342', u'http://www.wikidata.org/entity/Q2069788', u'http://nl.dbpedia.org/resource/Tramlijn_8', u'http://wikidata.dbpedia.org/resource/Q398435', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Rotterdam)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Antwerpen)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Rotterdam)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Haaglanden)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Haaglanden)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Antwerpen)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Rotterdam)', u'http://nl.dbpedia.org/resource/Tramlijn_8_(Rotterdam)']"
Paardekraalstraat,AmsterdamviaWesterborkpadroute,in text,LOC,5,7,71.42857142857143,"[u'http://wikidata.dbpedia.org/resource/Q19404278', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004788', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004788', u'http://af.dbpedia.org/resource/Paardekraal_Monument', u'http://af.dbpedia.org/resource/Paardekraal_Monument', u'http://af.dbpedia.org/resource/Paardekraal_Monument', u'http://af.dbpedia.org/resource/Paardekraal_Monument']"
Pretoriusstraat,AmsterdamviaWesterborkpadroute,in text,LOC,5,52,25.0,"[u'http://purl.org/collections/nl/am/t-27927', u'http://wikidata.dbpedia.org/resource/Q19429617', u'http://bag.kadaster.nl/id/openbareruimte/0546300000001118', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004575', u'http://linkedgeodata.org/triplify/node1300002694', u'http://wikidata.dbpedia.org/resource/Q19429616', u'http://wikidata.dbpedia.org/resource/Q19429619', u'http://linkedgeodata.org/triplify/node95288389', u'http://bag.kadaster.nl/id/openbareruimte/0518300000200598', u'http://wikidata.dbpedia.org/resource/Q19429615', u'http://wikidata.dbpedia.org/resource/Q19429618', u'http://linkedgeodata.org/triplify/node1208568403', u'http://linkedgeodata.org/triplify/node95288414', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004575', u'http://bag.kadaster.nl/id/openbareruimte/0597300000200137', u'http://bag.kadaster.nl/id/openbareruimte/0233300000000212', u'http://linkedgeodata.org/triplify/node434507137', u'http://linkedgeodata.org/triplify/node2674521976', u'http://www.indymedia.nl/nl/2009/03/58435.shtml', u'http://www.indymedia.nl/nl/2009/03/58435.shtml']"
Oetewalerpad,AmsterdamviaWesterborkpadroute,in text,LOC,4,15,86.66666666666667,"[u'http://bag.kadaster.nl/id/openbareruimte/0363300000004699', u'http://wikidata.dbpedia.org/resource/Q19387740', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004699', u'http://nl.dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://nl.dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://nl.dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://dbpedia.org/resource/Dapperbuurt', u'http://nl.dbpedia.org/resource/Dapperbuurt', u'http://nl.dbpedia.org/resource/Linnaeusstraat', u'http://nl.dbpedia.org/resource/Linnaeusstraat']"
Oosterspoorplein,AmsterdamviaWesterborkpadroute,in text,LOC,5,57,82.45614035087719,"[u'http://wikidata.dbpedia.org/resource/Q15117637', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__102__1', u'http://www.wikidata.org/entity/Q15117637', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004735', u'http://wikidata.dbpedia.org/resource/Q15117637', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam', u'http://linkedgeodata.org/triplify/node1418220206', u'http://bag.kadaster.nl/id/openbareruimte/0402300001473841', u'http://nl.dbpedia.org/resource/Lijst_van_oorlogsmonumenten_in_Amsterdam__102__1', u'http://wikidata.dbpedia.org/resource/Q19395748', u'http://wikidata.dbpedia.org/resource/Q15117637', u'http://www.wikidata.org/entity/Q15117637', u'http://www.wikidata.org/entity/Q15117637', u'http://bag.kadaster.nl/id/openbareruimte/0363300000004735', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam,_stadsdeel_Oost', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam,_stadsdeel_Oost', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam-Oost', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam-Oost__Amsterdam__90', u'http://nl.dbpedia.org/resource/Lijst_van_rijksmonumenten_in_Amsterdam-Oost']"
